date_format,epoch_format,zone2zigduino-19:pir,zone4zigduino-53:pir,zone4zigduino-54:pir,zone6zigduino-40:pir,zone6zigduino-41:pir,zone7zigduino-17:pir,zone7zigduino-39:pir,zone8zigduino-26:pir,zone8zigduino-45:pir,zone9zigduino-52:pir,zone9zigduino-55:pir,zone9zigduino-56:pir,zone12zigduino-23:pir,zone12zigduino-24:pir,zone12zigduino-44:pir,zone12zigduino-46:pir,zone12zigduino-48:pir,zone12zigduino-49:pir,zone12zigduino-50:pir,zone12zigduino-51:pir,zone13zigduino-11:pir,zone13zigduino-16:pir,zone13zigduino-22:pir,zone13zigduino-47:pir,zone2zigduino-19:temperature,zone4zigduino-53:temperature,zone4zigduino-54:temperature,zone6zigduino-40:temperature,zone6zigduino-41:temperature,zone7zigduino-17:temperature,zone7zigduino-39:temperature,zone8zigduino-26:temperature,zone8zigduino-45:temperature,zone9zigduino-52:temperature,zone9zigduino-55:temperature,zone9zigduino-56:temperature,zone12zigduino-23:temperature,zone12zigduino-24:temperature,zone12zigduino-44:temperature,zone12zigduino-46:temperature,zone12zigduino-48:temperature,zone12zigduino-49:temperature,zone12zigduino-50:temperature,zone12zigduino-51:temperature,zone13zigduino-11:temperature,zone13zigduino-16:temperature,zone13zigduino-22:temperature,zone13zigduino-47:temperature,zone2zigduino-19:sound,zone4zigduino-53:sound,zone4zigduino-54:sound,zone6zigduino-40:sound,zone6zigduino-41:sound,zone7zigduino-17:sound,zone7zigduino-39:sound,zone8zigduino-26:sound,zone8zigduino-45:sound,zone9zigduino-52:sound,zone9zigduino-55:sound,zone9zigduino-56:sound,zone12zigduino-23:sound,zone12zigduino-24:sound,zone12zigduino-44:sound,zone12zigduino-46:sound,zone12zigduino-48:sound,zone12zigduino-49:sound,zone12zigduino-50:sound,zone12zigduino-51:sound,zone13zigduino-11:sound,zone13zigduino-16:sound,zone13zigduino-22:sound,zone13zigduino-47:sound,zone2zigduino-19:light,zone4zigduino-53:light,zone4zigduino-54:light,zone6zigduino-40:light,zone6zigduino-41:light,zone7zigduino-17:light,zone7zigduino-39:light,zone8zigduino-26:light,zone8zigduino-45:light,zone9zigduino-52:light,zone9zigduino-55:light,zone9zigduino-56:light,zone12zigduino-23:light,zone12zigduino-24:light,zone12zigduino-44:light,zone12zigduino-46:light,zone12zigduino-48:light,zone12zigduino-49:light,zone12zigduino-50:light,zone12zigduino-51:light,zone13zigduino-11:light,zone13zigduino-16:light,zone13zigduino-22:light,zone13zigduino-47:light,zone2zigduino-19:humidity,zone4zigduino-53:humidity,zone4zigduino-54:humidity,zone6zigduino-40:humidity,zone6zigduino-41:humidity,zone7zigduino-17:humidity,zone7zigduino-39:humidity,zone8zigduino-26:humidity,zone8zigduino-45:humidity,zone9zigduino-52:humidity,zone9zigduino-55:humidity,zone9zigduino-56:humidity,zone12zigduino-23:humidity,zone12zigduino-24:humidity,zone12zigduino-44:humidity,zone12zigduino-46:humidity,zone12zigduino-48:humidity,zone12zigduino-49:humidity,zone12zigduino-50:humidity,zone12zigduino-51:humidity,zone13zigduino-11:humidity,zone13zigduino-16:humidity,zone13zigduino-22:humidity,zone13zigduino-47:humidity
2019-01-01T00:00:00,1546300800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.93029001594643,19.170004855498178,18.573959053691116,21.286368818206853,22.3482535646701,15.579091593253297,21.58334066289084,19.419267676886662,20.350651512739784,19.299326133166335,19.899999618530273,20.428523076097154,20.836936693909692,20.931972815802883,20.26159006294504,21.078166053332247,19.908329477819716,19.386158589710945,18.67202421532592,19.500420699964113,18.12208712156149,18.730837477321728,18.70101042359528,21.460201783394883,2.0462768195204037,4.946571308371897,43.21161127471603,4.98948254101809,5.934371055952882,1.92637778712663,3.076987799747581,4.028607488430795,5.920067311737484,16.03996634413126,2.146823727387463,5.999579301640724,4.975178796802693,3.002944888514935,4.9844341607067735,3.850231384097602,3.025241901556584,2.092974337400084,4.0222970130416495,4.994530921329407,39.98611695414388,37.79511989903239,5.995793016407236,5.0025241901556585,2.5456457719814893,2.3331931005469078,2.3984013462347495,2.6028607488430797,2.923853596970972,2.3437105595288177,2.5023138409760204,2.3668489692890198,4.442995372318048,7.196045435422802,2.468237273874632,2.407236011779554,2.5553218342448463,8.095077829196466,2.795119899032394,2.3613798906184265,2.5313420277660916,2.4181741691207406,2.4888514934791752,2.5776188472864954,7.024400504838031,2.4880100967606227,4.480858224652924,2.4488851493479173,16.30084133830249,30.564366928408713,35.12107667453559,27.98662175077022,30.807362130774536,42.08687410848101,22.08935667237766,31.325494027207966,22.54753909273513,31.175683970405217,26.57446389364805,25.1018935297034,24.897012687301153,20.084855182761647,28.755111390219348,25.834833450060607,29.22705094012885,27.227892449185987,26.073159701291583,29.18313044322154,27.386958420351867,24.355532037544812,35.34442599420544,24.835885296261104
2019-01-01T01:00:00,1546304400000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.803238962195127,19.106650238486655,18.509255399210492,21.187001122814493,22.18456085118417,15.555700675248598,21.485233431259623,19.467143332802753,20.229238851159675,19.235296816699485,19.86192627177802,20.417332457051742,20.76348318630374,20.896213318853253,20.11156963048284,20.964955692989363,19.89890579862358,19.30159789692418,18.613462780321353,19.488220401004828,17.984518241320632,18.60841438075199,18.70227249941507,21.388893139477684,2.007572570466975,4.931397306397306,43.2031973075305,4.985275557425326,5.857803954564577,1.9196466133782077,3.048380311316786,4.0319730753050065,5.851072780816155,16.022717711400926,2.136306268405553,6.0,4.959612957509465,3.0046276819520403,4.970551114850652,3.7854438367690366,3.0387042490534286,2.067311737484224,4.0008413967185525,4.992006731173748,39.96634413125789,37.87799747580984,5.995372318047959,7.022717711400926,2.5271350441733276,2.3446969696969697,2.3971392511569203,2.5986537652503157,2.9036600757257047,2.323096339924274,2.505258729490955,2.3508624316365165,3.658392932267564,7.154396297854438,2.4602440050483803,2.376525031552377,2.5448043752629363,8.38914598233067,2.7875473285654184,2.3315103071098022,2.52923853596971,2.4152292806058058,2.4724442574673957,2.551535549011359,7.038704249053429,2.4594026083298277,4.48716870004207,2.4539335296592344,16.570677542616252,30.777356872654924,35.35498580001812,28.255279694277547,31.1306691135636,42.28603304621047,22.301724434300134,31.232478055524684,22.824947084355465,31.34572942105471,26.695667310176297,25.23087945504002,25.129575582527544,20.292006543568316,29.128944259759102,26.036053986924507,29.431762465820825,27.329027537794037,26.210728023049207,29.340218184121678,27.77652482019536,24.628776105753154,35.45776252923114,24.976020102045542
2019-01-01T02:00:00,1546308000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.788051781756668,19.084182062819067,18.491207370750033,21.17227663530439,22.50227188973754,15.53803127675584,21.435506695501434,19.394362239011155,20.287252926856567,19.200337316491396,19.805973176550957,20.399999618530273,20.709596576112688,20.840470573608243,20.144552238056725,20.998359270139957,19.839797453665664,19.293270996581416,18.6015983690626,19.440597165067206,17.94749664447866,18.460748693348233,18.705133204606586,21.38813587954228,2.007572570466975,4.9154396297854435,43.202355910811946,4.981068573832562,5.861169541438788,1.9045014724442575,3.0340765671013883,4.02103491796382,5.777450567942785,15.826672275978124,2.1312578880942366,5.998737904922171,4.950757575757576,3.002944888514935,4.966344131257888,3.7660917122423223,3.0437526293647457,2.050462573591253,4.001682085786375,4.988220445940261,39.976020193521244,37.94026083298275,5.994530921329407,5.017669331089609,2.5056794278502315,2.3403449726546066,2.414808582246529,2.6268405553218344,2.9209087084560372,2.323096339924274,2.5077829196466133,2.3588557004627684,3.2864955826672277,7.1615481699621375,2.44509886411443,2.4118636937315943,2.5526094276094278,8.415229280605805,2.787968026924695,2.356752208666386,2.513672696676483,2.391505466778806,2.4751892346509674,2.577198148927219,7.355910811947833,2.4610854017669332,4.461926798485486,2.4572991165334455,16.65376573096417,30.806016014461814,35.43024885910221,28.348926686217517,30.574000837224144,42.368994376215056,22.417164177066095,31.288598942866987,22.762894386898132,31.40210311835084,26.772654273803866,25.306141458141436,25.17786218341352,20.306183931754326,29.024400318676953,26.03209940405217,29.515481758679368,27.51143822698056,26.314801892279778,29.465839162914,27.791796418263424,24.853512272495756,35.586746678013334,24.941859264959543
2019-01-01T03:00:00,1546311600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.772822537741142,19.0252419978468,18.42330639654215,21.158225256503005,22.329574803218755,15.466806772831463,21.422212576635456,19.374757620683475,20.276819225916302,19.19613032326961,19.79991509867256,20.398989938616403,20.701094542725226,20.81362992873651,20.191754687369045,20.976482872006066,19.800251657039016,19.213294628241204,18.567943044204295,19.40408040818217,17.934370805598327,18.348632152912042,18.70126283875924,21.373369310801902,2.007151872107699,4.904922170803534,43.17080353386622,4.985696255784602,5.899032393773664,1.9045014724442575,3.029448885149348,4.018510727808161,5.83298275136727,15.97770298695835,2.1085401766933107,5.9991586032814475,4.949095498527556,3.0016827934371055,4.975178796802693,3.7652503155237693,3.0395456457719816,2.0437526293647457,4.0008413967185525,4.990744636095919,39.96634413125789,37.951619688683216,5.997055111485065,5.165334455195625,2.5111485065208248,2.3331931005469078,2.4063946150610014,2.6112747160286074,2.91123264619268,2.3348758939840133,2.5018931426167437,2.3769457299116534,4.286916281026504,7.167858645351283,2.4505679427850233,2.397559949516197,2.5502734539335297,8.277660917122423,2.798485485906605,2.32477913336138,2.5170382835506944,2.4101809002944887,2.4859066049642404,2.581405132519983,7.880521665965503,2.4328986116954145,4.485065208245688,2.4652923853596973,16.72839743277582,30.96920489101386,35.48485496177561,28.441859264959543,30.899368820543494,42.582457233087126,22.464661203014483,31.462978404762868,22.794194215478445,31.50441734962319,26.830752481469396,25.37925911029949,25.24106041583686,20.364240257189362,28.965754968356727,26.150274012737732,29.604249447897597,27.609087500694574,26.44547728465092,29.511863738987994,27.772949318249886,25.086832466173632,35.662515641061205,25.015018988718843
2019-01-01T04:00:00,1546315200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.67194005767989,18.999158600071773,18.40176655837955,21.039503726630237,22.113420646131466,15.421287063194214,21.345392763188368,19.392258739190588,20.117122870009137,19.139394471139617,19.775767381320644,20.3793011802959,20.63908340813585,20.790912291158083,19.95536373380758,20.87644042053993,19.800251657039016,19.20101042359528,18.518973568381508,19.39991547853745,17.752166523369713,18.277651099644928,18.700000762939453,21.294277836306534,2.007151872107699,4.891880521665965,43.178376104333196,4.982330668910391,5.7728228859907444,1.8645351283129996,3.030710980227177,4.022717711400926,5.723180479596129,15.878787878787879,2.0967606226335715,5.998737904922171,4.931005469078671,3.0025241901556585,4.957509465713084,3.6848969289019773,3.0269246949936894,2.0387042490534286,4.002103491796382,4.989061842658813,39.94446781657552,37.83796296296296,5.995372318047959,5.7761884728649555,2.514514093395036,2.3285654185948674,2.389145982330669,2.5936053849389986,2.9108119478334036,2.3285654185948674,2.4888514934791752,2.3592763988220447,5.286916281026504,7.165824915824916,2.4501472444257466,2.4055532183424484,2.54438367690366,8.398822044594025,2.7778712663020615,2.3445519562473707,2.503996634413126,2.4223811527135046,2.4720235591081194,2.5523769457299115,7.9991586032814475,2.425925925925926,4.501472444257467,2.4265881363062682,16.962978403158033,31.088430771368312,35.510559239305266,28.681068961240186,31.279848475089132,42.78994544113088,22.61375727029623,31.41981463819479,23.163609571701645,31.63560657790213,26.949053242370066,25.465586742935535,25.439966115121035,20.576861883443495,29.482414855443484,26.319225434851738,29.713126149255785,27.644594535939977,26.521119138198486,29.601893531308235,28.185317683430544,25.305807673168502,35.8234751536458,25.202146072772855
2019-01-01T05:00:00,1546318800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.55725726511582,18.951577434130563,18.348926642886923,20.953512653965483,21.983340281421114,15.412241994707736,21.27177080789132,19.37362173078037,19.955237523818347,19.09941140151997,19.726336078379,20.308960146296158,20.59002979232024,20.732015417963204,19.795498241734293,20.774715672333702,19.79966268671828,19.194657873395215,18.504880119583714,19.356835802212252,17.561253914774895,18.197644807834006,18.70025317810341,21.21522981116488,2.007572570466975,4.859066049642406,43.15523769457299,4.971392511569205,5.610012620950778,1.8708456037021455,3.0172486327303325,4.02103491796382,5.542700883466554,16.014724442574675,2.0782498948254102,5.998737904922171,4.917543121581826,3.002944888514935,4.934791754312158,3.5860328144720235,3.0323937736642828,2.0281867900715187,4.000420698359276,4.9877997475809845,39.830037862852336,37.76609171224232,5.997896508203618,4.996213714766513,2.494741270509045,2.3487589398401347,2.3912494741270507,2.6083298275136726,2.911653344551956,2.3294068153134204,2.5014724442574674,2.3474968447623055,5.242322254943206,7.175010517458982,2.452671434581405,2.409339503575936,2.5267143458140513,8.504838031131678,3.5708876735380732,2.323937736642827,2.4783340344972653,2.3954564577198147,2.4488851493479173,2.5692048801009677,7.325620530079933,2.4068153134202777,4.49305847707194,2.440050483803113,17.093563672018792,31.18165752072268,35.577786729272596,28.83453876349321,31.451367085753343,42.60618408196706,22.73172093521009,31.375178501994156,23.472317942361347,31.701262809872176,26.983760981385227,25.574800453619343,25.45536373380758,20.637358512605594,29.799537069716273,26.505258749551416,29.78943993195697,27.763819848984593,26.504543559612422,29.711948288856156,28.493605379803522,25.434412875594738,35.899496640986534,25.222423648152173
2019-01-01T06:00:00,1546322400000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.481362991589783,18.894698798982446,18.296968980269,20.842027163475464,21.83668448256002,15.374800012449683,21.18687491924461,19.322464615144195,19.77913316639221,19.066933364290424,19.693185423520816,20.299830960284574,20.49781236018661,20.65713143659631,19.632436315001286,20.693606121880094,19.73289887264189,19.121540219632326,18.49436262048088,19.301850316902645,17.41219991748956,18.102272161275938,18.700000762939453,21.1686165456166,2.006310475389146,4.849389987379049,43.138468013468014,4.960875052587295,5.477071939419436,1.8557004627681952,3.0130416491375684,4.0222970130416495,5.3714766512410606,15.965082036180059,2.0744636095919224,5.999579301640724,4.89019772822886,3.002944888514935,4.903239377366428,3.4930584770719393,3.032814472023559,2.0290281867900717,4.0008413967185525,4.980227177114009,39.72107698779975,37.907025662599914,5.994951619688683,6.548590660496424,2.8687421119057634,2.326041228439209,2.406986531986532,2.615061001262095,2.9045014724442573,2.3142616743794697,2.4901135885570045,2.338241480858225,8.662179217501052,7.184686579722339,2.4434160706773245,2.437526293647455,2.5355490113588557,8.220445940260833,14.041649137568363,2.3243584350021034,2.5161968868321414,2.4101809002944887,2.4572991165334455,2.5427008834665545,10.791754312158183,3.230963399242743,4.488851493479175,2.451409339503576,17.149727117227915,30.987799696226205,35.23476460646299,28.900167898515917,31.585233708414954,42.10496415879278,22.745014798907008,31.406226053426483,23.696256009279605,31.587842150902016,26.999326880057417,25.570509313985387,25.60370204525933,20.681279267089227,29.97698771838235,26.60841438075199,29.79099647127183,27.80075657884263,26.447749078900664,29.70572217171765,28.594278852328763,25.568616164146874,35.97925988736151,25.252965834845902
2019-01-01T07:00:00,1546326000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.320234918173092,18.80681493756748,18.228102982921865,20.76815285720793,21.729743600443324,15.503954579662665,21.09562510184295,19.308413236342812,19.59848586159892,18.99789561486806,19.601514264452447,20.26928872544574,20.450020844263342,20.597560321677868,19.495372300394752,20.58397171283701,19.688810143894038,19.099747961491257,18.446276614582736,19.24472031615389,17.291119035245593,17.999200670068184,18.701767669087154,21.0843082728083,2.0795119899032395,4.808161548169962,43.13083718973496,4.941102229701304,5.353807320151452,1.889356331510307,3.037021455616323,4.014303744215398,5.344972654606647,15.962121212121213,2.099663582842725,5.999579301640724,4.872528397139251,3.0159865376525032,4.9074463609591925,3.363904080774085,3.0458561211611275,2.032814472023559,4.001262095077829,4.981068573832562,39.716750841750844,37.866638620109384,5.995793016407236,5.3714766512410606,178.18468657972235,2.3104753891459824,2.397559949516197,2.578039545645772,4.347496844762305,2.3588557004627684,2.9032393773664285,2.3390828775767774,291.5565839293227,15.271885521885523,20.42767031118587,2.374842238115271,3.025241901556584,9.710980227177114,217.82877576777452,9.448043752629365,2.507362221287337,2.38199411022297,9.180900294488852,2.5502734539335297,482.69781144781143,298.86074884307953,6.693310896087505,2.797644089188052,17.20660545548121,30.7811525326393,34.98578060440622,28.904879738113987,31.62953335846679,41.191080827596664,22.94678117208838,31.22553666499567,23.815397069190396,31.44469675873265,26.9634985991944,25.531804917286966,25.568699748063718,20.617500900570263,30.061380124764128,26.626336199223218,29.682204896881142,27.784223369555058,26.255448008767186,29.62789278267109,28.53396476960744,25.598317581613273,35.999747584836044,25.210602146866044
2019-01-01T08:00:00,1546329600000,0.0,0.0,0.0,0.0,0.0008413967185527977,0.0,0.0016835016835016834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.342153570859633,18.732183694739174,18.145898747554487,20.74551979453312,22.074632107032965,15.500757259935403,21.11805600590176,19.299662683508604,19.724821414875294,18.972654502332638,19.60420738111086,20.203871128786798,20.48132092159337,20.59789688164916,19.603575901870823,20.62503181107665,19.657299716581957,19.04185964642927,18.406141838006327,19.20025317810341,17.48300345986141,17.91320959740343,18.70807804818609,21.0367691768635,2.1165334455195626,4.742532604122844,43.12536811106437,4.949095498527556,5.391670172486327,1.9023979806478755,3.186026936026936,4.015986537652503,5.447202355910812,15.88304585612116,2.1013883045856123,5.998737904922171,4.8599074463609595,3.0016827934371055,4.928901977282289,3.3243584350021034,3.1131678586453515,2.0248212031973076,4.0008413967185525,4.975599495161969,40.02187631468237,38.46655448043752,5.994951619688683,4.960454354228019,613.3929322675641,2.312578880942364,2.3761043331931004,2.9802271771140094,17.159444678165755,6.691207404291124,69.65488215488216,2.35633151030711,881.7484223811527,51.853596970971815,120.7114009255364,2.4244846445098864,12.84686579722339,15.427850231384097,753.5018931426167,49.988641144299535,2.50820361800589,2.3988220445940263,44.1051745898191,2.5275557425326043,1016.9297433740009,896.2423222549432,18.51661758519142,11.91712242322255,16.97147690753351,30.40058913449555,34.615397030032376,28.71792162412548,30.806058073224367,40.60664754441469,23.26325756451899,31.062305664685177,23.403029247247023,31.219310159486636,26.816617294074007,25.384812349825783,25.222128849246193,20.35069371032073,29.689356318029677,26.382919708720564,29.41943610050521,27.71026544566911,26.0902822074842,29.381783502664593,27.59398406545906,25.587631802524797,36.0,25.04610871285714
2019-01-01T09:00:00,1546333200000,0.0,0.0,0.0,0.0,0.006731173748422381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.76823730211976,18.836558153812856,18.221161408639023,21.165334383780383,23.668111263527106,15.56318899298296,21.367774197871714,19.268741977580916,20.740218926037766,19.037778856777372,19.680093279591315,20.231300243270162,20.568784444132522,20.60269286124005,20.637484344655743,21.008245717691782,19.615145580177806,19.015439688682957,18.313461635912173,19.224821587395258,18.627597790382268,17.91093781759722,18.721624328651796,21.34040396462386,2.0496424063946153,4.747580984434161,43.15986537652503,4.965502734539335,5.939840134623475,1.9141775347076146,3.0281867900715187,4.017669331089609,5.873369793857804,15.937736642827092,2.1123737373737375,5.999579301640724,4.866638620109382,3.0046276819520403,4.975178796802693,3.6020193521245267,3.037021455616323,2.0134623474968447,4.0008413967185525,4.972654606647034,40.16870004206984,38.10265039966344,5.994951619688683,5.375,813.980227177114,2.328144720235591,2.3878838872528396,2.620530079932688,29.23138409760202,9.525031552376946,2.5086243163651663,2.507362221287337,1022.9322675641565,81.35044173327724,153.57070707070707,2.4139671855279765,21.951619688683213,20.527555742532606,988.3815734118637,90.63651661758519,2.4985275557425326,2.3874631888935633,69.31215818258309,2.5502734539335297,1023.0,1020.7867059318469,24.244425746739587,22.487373737373737,16.197223392112644,29.807067813319623,34.414177905424935,27.947791369562147,28.247539041219863,39.977618845360695,22.911905718792575,31.123307157876766,21.495919144549788,30.90496392464708,26.68813198423546,25.252292743790385,24.897223239492657,20.19680291843053,27.646781651774123,25.687673380157253,29.202188118696714,27.678166334499668,26.255447885997164,29.16605024614603,24.93066893478477,25.49676061027633,36.00042069193993,24.461279621830695
